"","Remaining","Complete","Percent","Passed","Total"
"1",6911.49318981171,1549276427.47357,0.00934579439252336,65.2027659416199,6976.69595575333
"2",8970.37057924271,1549278486.35096,0.014018691588785,127.540813922882,9097.91139316559
"3",10058.7402302027,1549279574.72062,0.0186915887850467,191.59505200386,10250.3352822065
"4",10793.9162652493,1549280309.89665,0.0233644859813084,258.227661848068,11052.1439270973
"5",11286.3246720632,1549280802.30506,0.0280373831775701,325.567057847977,11611.8917299112
"6",11561.594152144,1549281077.57454,0.0327102803738318,390.971782922745,11952.5659350668
"7",11920.0667068362,1549281436.04709,0.0373831775700935,462.91521191597,12382.9819187522
"8",12087.1548516221,1549281603.13524,0.0420560747663551,530.6555788517,12617.8104304738
"9",12033.6979193687,1549281549.6783,0.0467289719626168,589.887152910233,12623.585072279
"10",12101.2978603623,1549281617.27825,0.0514018691588785,655.735352039337,12757.0332124017
"11",12227.5112987359,1549281743.49168,0.0560747663551402,726.386809825897,12953.8981085618
"12",12297.0891641103,1549281813.06955,0.0607476635514019,795.334125041962,13092.4232891523
"13",12281.2088557652,1549281797.18924,0.0654205607476635,859.684619903564,13140.8934756688
"14",12174.1561207294,1549281690.13651,0.0700934579439252,917.649958848953,13091.8060795784
"15",12075.2679077983,1549281591.24829,0.0747663551401869,975.779224872589,13051.0471326709
"16",12070.8326601561,1549281586.81305,0.0794392523364486,1041.64545798302,13112.4781181392
"17",12005.9271655613,1549281521.90755,0.0841121495327103,1102.58514785767,13108.5123134189
"18",11935.9907756981,1549281451.97116,0.088785046728972,1162.99397301674,13098.9847487148
"19",11861.1079392433,1549281377.08832,0.0934579439252336,1222.79463291168,13083.902572155
"20",11844.5941860562,1549281360.57457,0.0981308411214953,1288.79004096985,13133.3842270261
"21",11779.0876880993,1549281295.06807,0.102803738317757,1349.68713092804,13128.7748190273
"22",11705.8300283992,1549281221.81041,0.107476635514019,1409.60256886482,13115.432597264
"23",11748.8662596544,1549281264.84664,0.11214953271028,1484.06731700897,13232.9335766633
"24",11781.0936886597,1549281297.07407,0.116822429906542,1558.34572601318,13339.4394146729
"25",11842.8874162894,1549281358.8678,0.121495327102804,1637.84613204002,13480.7335483294
"26",11830.073260113,1549281346.05365,0.126168224299065,1708.08544397354,13538.1587040866
"27",11821.0294709546,1549281337.00986,0.130841121495327,1779.50981283188,13600.5392837865
"28",11778.2762608446,1549281294.25665,0.135514018691589,1846.3243868351,13624.6006476797
"29",11735.6548349381,1549281251.63522,0.14018691588785,1913.42198395729,13649.0768188953
"30",11695.528122702,1549281211.50851,0.144859813084112,1981.20968198776,13676.7378046897
"31",11664.35683465,1549281180.33722,0.149532710280374,2050.87592697144,13715.2327616215
"32",11635.0472438046,1549281151.02763,0.154205607476636,2121.30695605278,13756.3541998574
"33",11588.802114655,1549281104.7825,0.158878504672897,2188.99595499039,13777.7980696454
"34",11529.1204361984,1549281045.10082,0.163551401869159,2254.29729199409,13783.4177281925
"35",11481.7658299738,1549280997.74622,0.168224299065421,2322.15488696098,13803.9207169347
"36",11438.1077478125,1549280954.08813,0.172897196261682,2391.01687383652,13829.124621649
"37",11383.3530707108,1549280899.33346,0.177570093457944,2457.76941299438,13841.1224837052
"38",11322.8585929443,1549280838.83898,0.182242990654206,2523.37991499901,13846.2385079433
"39",11261.3243004084,1549280777.30469,0.186915887850467,2588.81018400192,13850.1344844103
"40",11211.0020737066,1549280726.98246,0.191588785046729,2656.94268798828,13867.9447616949
"41",11163.4505857967,1549280679.43097,0.196261682242991,2725.95886397362,13889.4094497703
"42",11108.3497661491,1549280624.33015,0.200934579439252,2793.32771897316,13901.6774851222
"43",11046.7284621434,1549280562.70885,0.205607476635514,2859.15324902534,13905.8817111687
"44",10993.516942358,1549280509.49733,0.210280373831776,2927.26782488823,13920.7847672462
"45",10942.4422507493,1549280458.42264,0.214953271028037,2996.14490199089,13938.5871527402
"46",10888.5471836354,1549280404.52757,0.219626168224299,3064.4414229393,13952.9886065747
"47",10848.5817732513,1549280364.56216,0.224299065420561,3136.93930792809,13985.5210811794
"48",10788.5482919703,1549280304.52868,0.228971962616822,3203.87191700935,13992.4202089796
"49",10740.387561264,1549280256.36795,0.233644859813084,3274.5084028244,14014.8959640884
"50",10677.6962312063,1549280193.67662,0.238317757009346,3340.87428092957,14018.5705121358
"51",10618.9116588648,1549280134.89204,0.242990654205607,3408.53954482079,14027.4512036855
"52",10558.5233383224,1549280074.50372,0.247663551401869,3475.78718590736,14034.3105242297
"53",10496.2347200182,1549280012.21511,0.252336448598131,3542.47921800613,14038.7139380243
"54",10438.6651696509,1549279954.64555,0.257009345794392,3610.85902094841,14049.5241905993
"55",10375.388567618,1549279891.36895,0.261682242990654,3677.35291004181,14052.7414776598
"56",10318.533808955,1549279834.51419,0.266355140186916,3746.21928095818,14064.7530899132
"57",10257.2624025674,1549279773.24279,0.271028037383178,3813.59755992889,14070.8599624963
"58",10193.02344401,1549279709.00383,0.275700934579439,3879.92505288124,14072.9484968913
"59",10136.8334218343,1549279652.81381,0.280373831775701,3949.41561889648,14086.2490407308
"60",10070.6338028751,1549279586.61419,0.285046728971963,4015.08929395676,14085.7230968319
"61",10009.0837469101,1549279525.06413,0.289719626168224,4082.65258097649,14091.7363278866
"62",9945.369701798,1549279461.35009,0.294392523364486,4149.39265704155,14094.7623588396
"63",9886.23104989529,1549279402.21144,0.299065420560748,4218.12524795532,14104.3562978506
"64",9825.9412686348,1549279341.92165,0.303738317757009,4286.48444604874,14112.4257146835
"65",9755.67364740372,1549279271.65403,0.308411214953271,4350.50311303139,14106.1767604351
"66",9700.78312094888,1549279216.76351,0.313084112149533,4421.44536805153,14122.2284890004
"67",9640.69614139725,1549279156.67653,0.317757009345794,4490.18724393845,14130.8833853357
"68",9580.64418941304,1549279096.62457,0.322429906542056,4559.06516599655,14139.7093554096
"69",9512.24359866551,1549279028.22398,0.327102803738318,4624.00730490685,14136.2509035724
"70",9446.59395157116,1549278962.57434,0.331775700934579,4690.26692700386,14136.860878575
"71",9385.98647901747,1549278901.96686,0.336448598130841,4759.09173583984,14145.0782148573
"72",9321.88779676124,1549278837.86818,0.341121495327103,4826.22559690475,14148.113393666
"73",9259.10000865524,1549278775.08039,0.345794392523364,4894.09571886063,14153.1957275159
"74",9197.47999869665,1549278713.46038,0.350467289719626,4962.66906404495,14160.1490627416
"75",9136.25204248177,1549278652.23243,0.355140186915888,5031.55909585953,14167.8111383413
"76",9073.54282121535,1549278589.52321,0.35981308411215,5099.72844696045,14173.2712681758
"77",9008.70698496012,1549278524.68737,0.364485981308411,5166.75841784477,14175.4654028049
"78",8945.95320681982,1549278461.93359,0.369158878504673,5235.03928399086,14180.9924908107
"79",8875.24360067844,1549278391.22399,0.373831775700935,5298.65289592743,14173.8964966059
"80",8798.09507973106,1549278314.07546,0.378504672897196,5358.23835682869,14156.3334365597
"81",8719.45977373821,1549278235.44016,0.383177570093458,5416.63410186768,14136.0938756059
"82",8645.35055235495,1549278161.33094,0.38785046728972,5477.58851790428,14122.9390702592
"83",8571.55723492305,1549278087.53762,0.392523364485981,5538.54467487335,14110.1019097964
"84",8495.4810317348,1549278011.46142,0.397196261682243,5597.79757905006,14093.2786107849
"85",8419.80534753134,1549277935.78573,0.401869158878505,5657.05671787262,14076.862065404
"86",8341.13010960886,1549277857.11049,0.406542056074766,5714.00251603127,14055.1326256401
"87",8267.51369651881,1549277783.49408,0.411214953271028,5774.13654994965,14041.6502464685
"88",8191.58714875746,1549277707.56753,0.41588785046729,5832.41004991531,14023.9971986728
"89",8118.19654530419,1549277634.17693,0.420560747663551,5892.23942804337,14010.4359733476
"90",8043.99712964467,1549277559.97751,0.425233644859813,5951.2499089241,13995.2470385688
"91",7969.28362986834,1549277485.26401,0.429906542056075,6009.62372088432,13978.9073507527
"92",7895.16153453499,1549277411.14192,0.434579439252336,6068.18200588226,13963.3435404173
"93",7822.97284461082,1549277338.95323,0.439252336448598,6127.99539494514,13950.968239556
"94",7751.72089152085,1549277267.70128,0.44392523364486,6188.34861087799,13940.0695023988
"95",7678.21517093976,1549277194.19556,0.448598130841121,6246.68352890015,13924.8986998399
"96",7604.80229768065,1549277120.78268,0.453271028037383,6304.83609294891,13909.6383906296
"97",7531.60360869583,1549277047.58399,0.457943925233645,6362.90649700165,13894.5101056975
"98",7458.877691175,1549276974.85808,0.462616822429907,6421.12079501152,13879.9984861865
"99",7387.23234169006,1549276903.21273,0.467289719626168,6480.02836990356,13867.2607115936
"100",7316.75113340179,1549276832.73152,0.47196261682243,6539.75101304054,13856.5021464423
"101",7244.42030873018,1549276760.40069,0.476635514018692,6597.59706687927,13842.0173756095
"102",7172.78129985032,1549276688.76168,0.481308411214953,6655.82408905029,13828.6053889006
"103",7100.27064674176,1549276616.25103,0.485981308411215,6712.98315691948,13813.2538036612
"104",7030.55650551206,1549276546.53689,0.490654205607477,6772.55443191528,13803.1109374273
"105",6960.81072208117,1549276476.79111,0.495327102803738,6831.9068198204,13792.7175419016
"106",6888.8771879673,1549276404.85757,0.5,6888.8771879673,13777.7543759346
"107",6818.10707023409,1549276334.08746,0.504672897196262,6946.75059986115,13764.8576700952
"108",6747.92574878133,1549276263.90613,0.509345794392523,7004.98958683014,13752.9153356115
"109",6676.91643260609,1549276192.89682,0.514018691588785,7062.12314987183,13739.0395824779
"110",6607.01169698088,1549276122.99208,0.518691588785047,7120.17765402794,13727.1893510088
"111",6538.01368778944,1549276053.99407,0.523364485981308,7178.99542188644,13717.0091096759
"112",6468.73955907864,1549275984.71994,0.52803738317757,7237.30267500877,13706.0422340874
"113",6398.10715600064,1549275914.08754,0.532710280373832,7293.84215784073,13691.9493138414
"114",6329.68371984026,1549275845.6641,0.537383177570093,7352.66290688515,13682.3466267254
"115",6259.97743430631,1549275775.95782,0.542056074766355,7409.76920795441,13669.7466422607
"116",6191.14456283333,1549275707.12495,0.546728971962617,7467.66921496391,13658.8137777972
"117",6121.64037633346,1549275637.62076,0.551401869158878,7524.51629590988,13646.1566722433
"118",6053.51619372849,1549275569.49658,0.55607476635514,7582.82554793358,13636.3417416621
"119",5986.96115096013,1549275502.94154,0.560747663551402,7642.92912888527,13629.8902798454
"120",5920.53488496709,1549275436.51527,0.565420560747664,7703.0615170002,13623.5964019673
"121",5852.71028934541,1549275368.69067,0.570093457943925,7761.20277500153,13613.9130643469
"122",5784.78255779763,1549275300.76294,0.574766355140187,7818.9918088913,13603.7743666889
"123",5717.696732398,1549275233.67712,0.579439252336449,7877.71549797058,13595.4122303686
"124",5649.35005827141,1549275165.33044,0.58411214953271,7934.48041892052,13583.8304771919
"125",5584.94898612916,1549275100.92937,0.588785046728972,7996.63150286674,13581.5804889959
"126",5517.78057897936,1549275033.76096,0.593457943925234,8054.69119000435,13572.4717689837
"127",5452.6119758077,1549274968.59236,0.598130841121495,8115.51549887657,13568.1274746843
"128",5385.66737067792,1549274901.64776,0.602803738317757,8173.54224491119,13559.2096155891
"129",5318.95850887299,1549274834.93889,0.607476635514019,8231.72150182724,13550.6800107002
"130",5252.45978211993,1549274768.44017,0.61214953271028,8290.02688503265,13542.4866671526
"131",5184.70843782931,1549274700.68882,0.616822429906542,8346.11602187157,13530.8244597009
"132",5117.9845870563,1549274633.96497,0.621495327102804,8403.60432195663,13521.5889090129
"133",5051.73354974434,1549274567.71393,0.626168224299065,8461.65369582176,13513.3872455661
"134",4985.96168798341,1549274501.94207,0.630841121495327,8520.31427693367,13506.2759649171
"135",4919.94863897913,1549274435.92902,0.635514018691589,8578.37198591232,13498.3206248915
"136",4854.17112128926,1549274370.15151,0.64018691588785,8636.64212489128,13490.8132461805
"137",4788.58091145668,1549274304.5613,0.644859813084112,8695.05481290817,13483.6357243648
"138",4723.40181367003,1549274239.3822,0.649532710280374,8754.03802800179,13477.4398416718
"139",4658.52897821495,1549274174.50936,0.654205607476635,8813.43320202827,13471.9621802432
"140",4596.74418299418,1549274112.72457,0.658878504672897,8878.64287400246,13475.3870569966
"141",4530.6505723604,1549274046.63096,0.663551401869159,8935.44973993301,13466.1003122934
"142",4466.10031625941,1549273982.0807,0.668224299065421,8995.10345387459,13461.203770134
"143",4400.08556061321,1549273916.06595,0.672897196261682,9051.60458183289,13451.6901424461
"144",4335.22420489706,1549273851.20459,0.677570093457944,9110.25376391411,13445.4779688112
"145",4270.48279458529,1549273786.46318,0.682242990654206,9168.97776484489,13439.4605594302
"146",4205.67166662378,1549273721.65205,0.686915887850467,9227.36917901039,13433.0408456342
"147",4141.47277407066,1549273657.45316,0.691588785046729,9286.93894791603,13428.4117219867
"148",4076.44525444748,1549273592.42564,0.696261682242991,9344.46681404114,13420.9120684886
"149",4011.98062927246,1549273527.96101,0.700934579439252,9403.07959985733,13415.0602291298
"150",3947.61611020012,1549273463.5965,0.705607476635514,9461.74654984474,13409.3626600449
"151",3882.81266526486,1549273398.79305,0.710280373831776,9519.15363097191,13401.9662962368
"152",3818.96174432717,1549273334.94213,0.714953271028037,9578.70732593536,13397.6690702625
"153",3754.60094643878,1549273270.58133,0.719626168224299,9636.80909585953,13391.4100422983
"154",3690.39234551307,1549273206.37273,0.724299065420561,9695.09853482246,13385.4908803355
"155",3627.6378251467,1549273143.61821,0.728971962616822,9757.09484004974,13384.7326651964
"156",3563.14157023248,1549273079.12196,0.733644859813084,9814.26713204384,13377.4087022763
"157",3499.36680759961,1549273015.34719,0.738317757009346,9873.21349287033,13372.5803004699
"158",3435.06562217227,1549272951.04601,0.742990654205608,9930.4624350071,13365.5280571794
"159",3371.37299581468,1549272887.35338,0.747663551401869,9989.25332093239,13360.6263167471
"160",3307.76920615368,1549272823.74959,0.752336448598131,10048.1290979385,13355.8983040922
"161",3244.34013928896,1549272760.32052,0.757009345794392,10107.3673570156,13351.7074963046
"162",3180.40492157409,1549272696.38531,0.761682242990654,10164.8235728741,13345.2284944482
"163",3116.82598227408,1549272632.80637,0.766355140186916,10223.189221859,13340.0152041331
"164",3053.34461486701,1549272569.325,0.771028037383178,10281.6706418991,13335.0152567661
"165",2989.83792431383,1549272505.81831,0.775700934579439,10339.8561549187,13329.6940792325
"166",2926.63209006315,1549272442.61248,0.780373831775701,10398.8842349052,13325.5163249684
"167",2863.27664859522,1549272379.25703,0.785046728971963,10457.184281826,13320.4609304212
"168",2800.28345750634,1549272316.26384,0.789719626168224,10516.6200959682,13316.9035534746
"169",2737.64838807723,1549272253.62877,0.794392523364486,10577.2778630257,13314.9262511029
"170",2674.69114160119,1549272190.67153,0.799065420560748,10636.5624468327,13311.2535884339
"171",2611.31297284226,1549272127.29336,0.803738317757009,10693.9483649731,13305.2613378153
"172",2548.62245199859,1549272064.60284,0.808411214953271,10753.9435169697,13302.5659689683
"173",2485.50645285639,1549272001.48684,0.813084112149533,10811.9530699253,13297.4595227817
"174",2422.3023667717,1549271938.28275,0.817757009345794,10869.3054919243,13291.607858696
"175",2358.95915694941,1549271874.93954,0.822429906542056,10925.7055690289,13284.6647259783
"176",2296.55646232158,1549271812.53685,0.827102803738318,10986.2295629978,13282.7860253194
"177",2233.59216428607,1549271749.57255,0.831775700934579,11043.8723678589,13277.464532145
"178",2171.16161676092,1549271687.142,0.836448598130841,11103.9408400059,13275.1024567668
"179",2108.88378767437,1549271624.86417,0.841121495327103,11164.6788759232,13273.5626635975
"180",2046.07380404261,1549271562.05419,0.845794392523365,11222.4048039913,13268.4786080339
"181",1983.47569069496,1549271499.45608,0.850467289719626,11281.0179908276,13264.4936815225
"182",1921.05103156345,1549271437.03142,0.855140186915888,11340.3980250359,13261.4490565993
"183",1858.84047225766,1549271374.82086,0.85981308411215,11400.888229847,13259.7287021046
"184",1796.5791617445,1549271312.55955,0.864485981308411,11460.9360318184,13257.5151935629
"185",1734.21697295097,1549271250.19736,0.869158878504673,11520.1556060314,13254.3725789824
"186",1672.38203638633,1549271188.36242,0.873831775700935,11582.7941038609,13255.1761402472
"187",1610.93161877926,1549271126.912,0.878504672897196,11648.2747819424,13259.2064007216
"188",1548.58147738472,1549271064.56186,0.883177570093458,11707.2759690285,13255.8574464132
"189",1486.20776056992,1549271002.18815,0.88785046728972,11765.8114378452,13252.0191984152
"190",1423.75928436774,1549270939.73967,0.892523364485981,11823.3923180103,13247.1516023781
"191",1361.54189450045,1549270877.52228,0.897196261682243,11882.5474429131,13244.0893374135
"192",1299.40683947573,1549270815.38722,0.901869158878505,11942.1676199436,13241.5744594193
"193",1237.14895462252,1549270753.12934,0.906542056074766,12000.3448598385,13237.493814461
"194",1174.93407990627,1549270690.91446,0.911214953271028,12058.5339779854,13233.4680578916
"195",1112.93445663549,1549270628.91484,0.91588785046729,12118.6196389198,13231.5540955553
"196",1050.89786596468,1549270566.87825,0.920560747663551,12178.0517408848,13228.9496068495
"197",988.924570411144,1549270504.90496,0.925233644859813,12237.9415588379,13226.866129249
"198",926.953874544881,1549270442.93426,0.929906542056075,12297.5880689621,13224.541943507
"199",864.89371254921,1549270380.8741,0.934579439252336,12355.6244649887,13220.5181775379
"200",802.905256207308,1549270318.88564,0.939252336448598,12414.1504998207,13217.055756028
"201",740.87269294852,1549270256.85308,0.94392523364486,12471.3569979668,13212.2296909153
"202",678.983788615964,1549270194.96417,0.948598130841122,12530.3371899128,13209.3209785288
"203",617.043795001273,1549270133.02418,0.953271028037383,12587.693418026,13204.7372130272
"204",555.229079693119,1549270071.20946,0.957943925233645,12646.8845930099,13202.1136727031
"205",493.448788346595,1549270009.42917,0.962616822429907,12706.3062999249,13199.7550882714
"206",431.708602210749,1549269947.68899,0.967289719626168,12766.2400939465,13197.9486961572
"207",369.972853268568,1549269885.95324,0.97196261682243,12825.725579977,13195.6984332456
"208",308.260391385931,1549269824.24078,0.976635514018692,12885.2843599319,13193.5447513179
"209",246.527811254773,1549269762.5082,0.981308411214953,12942.7100908756,13189.2379021304
"210",184.84679196457,1549269700.82718,0.985981308411215,13000.8910348415,13185.7378268061
"211",123.206594755065,1549269639.18698,0.990654205607477,13059.8990440369,13183.1056387919
"212",61.5859287512685,1549269577.56631,0.995327102803738,13117.8028240204,13179.3887527717
"213",0,1549269515.98039,1,13175.4730648994,13175.4730648994
"214",0,0,0,0,0
